context_en;context_ru;domain;idiom_en;is_idiomatic;idiom_ru;en_idiom_structure;ru_idiom_structure;interlanguage_equivalence;translation_equivalence
"The winner of the project ""Children's Voice"" Yerzhan Maxim is shooting a video for a song that he will sing at the international song contest ""Junior Eurovision"".";Победитель проекта ?Детский голос? Ержан Максим снимает клип на песню, которую cпоёт на международном песенном конкурсе ?Джуниор Евровижн?.;mass_media;for a song;ЛОЖЬ;;;;;
"The music video for the song ""Swans,"" which became a hit in his performance, was filmed by Ukrainian director Alan Badoev.";Клип на песню ?Лебеди?, ставшую хитом в его исполнении, снял украинский режиссёр Алан Бадоев.;mass_media;for a song;ЛОЖЬ;;;;;
Wow, I can't believe they let so many things at their yard sale go for a song. I would have marked up the prices a bit.;Ух ты, не могу поверить, что на дворовой распродаже так много вещей продаётся за бесценок. Я бы немного повысил цены.;general;for a song;ИСТИНА;за бесценок;<ADP> + DET + NOUN;ADP + <NOUN>;3;ИСТИНА
This computer used to be nearly $2,000 when it debuted a year ago, but it's selling for a song now.;Когда этот компьютер появился на рынке год назад, он стоил почти 2000 долларов, но сейчас продаётся за бесценок.;general;for a song;ИСТИНА;за бесценок;<ADP> + DET + NOUN;ADP + <NOUN>;3;ИСТИНА
The furniture company is having a liquidation sale at the moment, so I was able to buy this chest of drawers for a song.;В данный момент мебельная компания проводит распродажу, поэтому я смог купить этот комод за бесценок.;general;for a song;ИСТИНА;за бесценок;<ADP> + DET + NOUN;ADP + <NOUN>;3;ИСТИНА
No one else wanted it, so I picked it up for a song.;Никому больше это не было нужно, поэтому я купил это за бесценок.;general;for a song;ИСТИНА;за бесценок;<ADP> + DET + NOUN;ADP + <NOUN>;3;ИСТИНА
She wore a lot of costume jewellery which she bought for a song off second-hand stalls.;На ней было много бижутерии, которую она купила за бесценок в секонд-хендах.;general;for a song;ИСТИНА;за бесценок;<ADP> + DET + NOUN;ADP + <NOUN>;3;ИСТИНА
In the early nineties their shares went for a song.;В начале девяностых их акции ушли за бесценок.;general;for a song;ИСТИНА;за бесценок;<ADP> + DET + NOUN;ADP + <NOUN>;3;ИСТИНА
I know of good, solid, stone-built houses which have been sold by councils for a song.;Я знаю о хороших, добротных каменных домах, которые были проданы муниципальными властями за бесценок.;general;for a song;ИСТИНА;за бесценок;<ADP> + DET + NOUN;ADP + <NOUN>;3;ИСТИНА
At the initiative of the Foundation, an apple-growing textbook, Apple Tree from A to Z, is being published.;По инициативе фонда издаётся учебник по яблоневодству ? ?Яблоня от А до Я?.;mass_media;from A to Z;ИСТИНА;от А до Я;<ADP> + PROPN + ADP + NOUN;ADP + PROPN + ADP + <PRON>;1;ИСТИНА
We have to do a stock count of everything in the warehouse, from A to Z!;Мы должны провести инвентаризацию всего, что есть на складе, от начала до конца!;general;from A to Z;ИСТИНА;;<ADP> + PROPN + ADP + NOUN;;1;ЛОЖЬ
This introductory philosophy course will examine the field from A to Z, beginning with the Greeks and finishing with the work of modern philosophers.;Этот вводный курс философии позволит вам изучить эту область от А до Я, начиная с греческой философии и заканчивая работами современных философов.;general;from A to Z;ИСТИНА;от А до Я;<ADP> + PROPN + ADP + NOUN;ADP + PROPN + ADP + <PRON>;1;ИСТИНА
In light of the scandal, the entire organization needs to be restructured from A to Z.;В свете этого скандала вся организация нуждается в реструктуризации от начала и до конца.;general;from A to Z;ИСТИНА;;<ADP> + PROPN + ADP + NOUN;;1;ЛОЖЬ
